activity volunteer_id domain signal var axis var_avg
SITTING 15 f BodyAcc mean Y -0.938926430779661
SITTING 15 f BodyAcc mean Z -0.963227004915254
SITTING 15 f BodyAcc std X -0.987384778983051
SITTING 15 f BodyAcc std Y -0.919162700338983
SITTING 15 f BodyAcc std Z -0.945704713050847
SITTING 15 f BodyAccJerk mean X -0.988106102033898
SITTING 15 f BodyAccJerk mean Y -0.978159013220339
SITTING 15 f BodyAccJerk mean Z -0.984908418474576
SITTING 15 f BodyAccJerk std X -0.989314359661017
SITTING 15 f BodyAccJerk std Y -0.979713045932203
SITTING 15 f BodyAccJerk std Z -0.987694113559322
SITTING 15 f BodyGyro mean X -0.986152580338983
SITTING 15 f BodyGyro mean Y -0.979201724745763
SITTING 15 f BodyGyro mean Z -0.966731518305085
SITTING 15 f BodyGyro std X -0.988881930508475
SITTING 15 f BodyGyro std Y -0.973456092372881
SITTING 15 f BodyGyro std Z -0.966228648305085
SITTING 15 t BodyAcc mean X 0.27290337979661
SITTING 15 t BodyAcc mean Y -0.0117188472271186
SITTING 15 t BodyAcc mean Z -0.11366125320339
SITTING 15 t BodyAcc std X -0.987084356101695
SITTING 15 t BodyAcc std Y -0.922407162881356
SITTING 15 t BodyAcc std Z -0.949338025084746
SITTING 15 t BodyAccJerk mean X 0.0784792788644068
SITTING 15 t BodyAccJerk mean Y -0.00898437589491525
SITTING 15 t BodyAccJerk mean Z -0.00237207545345763
SITTING 15 t BodyAccJerk std X -0.988162333898305
SITTING 15 t BodyAccJerk std Y -0.978126998813559
SITTING 15 t BodyAccJerk std Z -0.987011024745763
SITTING 15 t BodyGyro mean X -0.0377111130338983
SITTING 15 t BodyGyro mean Y -0.0803428762830509
SITTING 15 t BodyGyro mean Z 0.0951978083898305
SITTING 15 t BodyGyro std X -0.988204115254237
SITTING 15 t BodyGyro std Y -0.975321519491525
SITTING 15 t BodyGyro std Z -0.963765802881356
SITTING 15 t BodyGyroJerk mean X -0.0953649067966102
SITTING 15 t BodyGyroJerk mean Y -0.0396068774557627
SITTING 15 t BodyGyroJerk mean Z -0.0524148341983051
SITTING 15 t BodyGyroJerk std X -0.992889042711864
SITTING 15 t BodyGyroJerk std Y -0.990313307966102
SITTING 15 t BodyGyroJerk std Z -0.987937202542373
SITTING 15 t GravityAcc mean X 0.89036426220339
SITTING 15 t GravityAcc mean Y 0.210849305016949
SITTING 15 t GravityAcc mean Z 0.00281565980440678
SITTING 15 t GravityAcc std X -0.982620883728814
SITTING 15 t GravityAcc std Y -0.943561411694915
SITTING 15 t GravityAcc std Z -0.952973658983051
SITTING 16 f BodyAcc mean X -0.987043828985507
SITTING 16 f BodyAcc mean Y -0.961456685507246
SITTING 16 f BodyAcc mean Z -0.959552230434783
SITTING 16 f BodyAcc std X -0.986892418405797
SITTING 16 f BodyAcc std Y -0.949829260434783
SITTING 16 f BodyAcc std Z -0.934652146521739
SITTING 16 f BodyAccJerk mean X -0.990964251304348
SITTING 16 f BodyAccJerk mean Y -0.981752167391304
SITTING 16 f BodyAccJerk mean Z -0.981178036811594
SITTING 16 f BodyAccJerk std X -0.991567867681159
SITTING 16 f BodyAccJerk std Y -0.983230774492754
SITTING 16 f BodyAccJerk std Z -0.984362469130435
SITTING 16 f BodyGyro mean X -0.978632856956522
SITTING 16 f BodyGyro mean Y -0.96679600173913
SITTING 16 f BodyGyro mean Z -0.960058264057971
SITTING 16 f BodyGyro std X -0.982057861449275
SITTING 16 f BodyGyro std Y -0.954343752463768
SITTING 16 f BodyGyro std Z -0.964270052318841
SITTING 16 t BodyAcc mean X 0.280768574492754
SITTING 16 t BodyAcc mean Y -0.0102497939956522
SITTING 16 t BodyAcc mean Z -0.0891404038405797
SITTING 16 t BodyAcc std X -0.986825605362319
SITTING 16 t BodyAcc std Y -0.951607872463768
SITTING 16 t BodyAcc std Z -0.939672247101449
SITTING 16 t BodyAccJerk mean X 0.0734346720289855
SITTING 16 t BodyAccJerk mean Y 0.00985642890855072
SITTING 16 t BodyAccJerk mean Z -0.0115030575052174
SITTING 16 t BodyAccJerk std X -0.990861134782609
SITTING 16 t BodyAccJerk std Y -0.981800970724638
SITTING 16 t BodyAccJerk std Z -0.983487212898551
SITTING 16 t BodyGyro mean X -0.0412014042275362
SITTING 16 t BodyGyro mean Y -0.0574525433043478
SITTING 16 t BodyGyro mean Z 0.0795736310463768
SITTING 16 t BodyGyro std X -0.981037373333333
SITTING 16 t BodyGyro std Y -0.958336595507246
SITTING 16 t BodyGyro std Z -0.960287831304348
SITTING 16 t BodyGyroJerk mean X -0.0957204520289855
SITTING 16 t BodyGyroJerk mean Y -0.0450369280637681
SITTING 16 t BodyGyroJerk mean Z -0.0588371273536232
SITTING 16 t BodyGyroJerk std X -0.98958327942029
SITTING 16 t BodyGyroJerk std Y -0.990621793333333
SITTING 16 t BodyGyroJerk std Z -0.988364321449275
SITTING 16 t GravityAcc mean X 0.942457377971014
SITTING 16 t GravityAcc mean Y -0.086588253942029
SITTING 16 t GravityAcc mean Z 0.0892682200463768
SITTING 16 t GravityAcc std X -0.980158243333333
SITTING 16 t GravityAcc std Y -0.968023206956522
SITTING 16 t GravityAcc std Z -0.945813561478261
SITTING 17 f BodyAcc mean X -0.9939693815625
SITTING 17 f BodyAcc mean Y -0.96992798921875
SITTING 17 f BodyAcc mean Z -0.97484160453125
SITTING 17 f BodyAcc std X -0.99465731359375
SITTING 17 f BodyAcc std Y -0.959789141875
SITTING 17 f BodyAcc std Z -0.96292107328125
SITTING 17 f BodyAccJerk mean X -0.99454262109375
SITTING 17 f BodyAccJerk mean Y -0.9883274196875
SITTING 17 f BodyAccJerk mean Z -0.9888280653125
SITTING 17 f BodyAccJerk std X -0.9946131621875
SITTING 17 f BodyAccJerk std Y -0.98991581109375
SITTING 17 f BodyAccJerk std Z -0.99081824828125
SITTING 17 f BodyGyro mean X -0.98841106765625
SITTING 17 f BodyGyro mean Y -0.98879397953125
SITTING 17 f BodyGyro mean Z -0.98161709828125
SITTING 17 f BodyGyro std X -0.99004126046875
SITTING 17 f BodyGyro std Y -0.984813098125
SITTING 17 f BodyGyro std Z -0.9809696453125
SITTING 17 t BodyAcc mean X 0.2773570196875
SITTING 17 t BodyAcc mean Y -0.014156274084375
SITTING 17 t BodyAcc mean Z -0.11362408509375
SITTING 17 t BodyAcc std X -0.9944439053125
SITTING 17 t BodyAcc std Y -0.96185862984375
SITTING 17 t BodyAcc std Z -0.96572919578125
SITTING 17 t BodyAccJerk mean X 0.075070986171875
SITTING 17 t BodyAccJerk mean Y 0.0056097104915625
SITTING 17 t BodyAccJerk mean Z -0.0015544841534375
SITTING 17 t BodyAccJerk std X -0.99434060296875
SITTING 17 t BodyAccJerk std Y -0.98863700234375
SITTING 17 t BodyAccJerk std Z -0.990529261875
SITTING 17 t BodyGyro mean X -0.042549159015625
SITTING 17 t BodyGyro mean Y -0.0669245931234375
SITTING 17 t BodyGyro mean Z 0.0860053803375
SITTING 17 t BodyGyro std X -0.98963832578125
SITTING 17 t BodyGyro std Y -0.98612868078125
SITTING 17 t BodyGyro std Z -0.9797052259375
SITTING 17 t BodyGyroJerk mean X -0.094247696875
SITTING 17 t BodyGyroJerk mean Y -0.0411134199378125
SITTING 17 t BodyGyroJerk mean Z -0.051090324421875
SITTING 17 t BodyGyroJerk std X -0.9952559371875
SITTING 17 t BodyGyroJerk std Y -0.9949818809375
SITTING 17 t BodyGyroJerk std Z -0.9938412575
SITTING 17 t GravityAcc mean X 0.94488374765625
SITTING 17 t GravityAcc mean Y -0.002814673171875
SITTING 17 t GravityAcc mean Z -0.135803881679687
SITTING 17 t GravityAcc std X -0.99019661703125
SITTING 17 t GravityAcc std Y -0.9667201059375
SITTING 17 t GravityAcc std Z -0.9566106440625
SITTING 18 f BodyAcc mean X -0.993144920175439
SITTING 18 f BodyAcc mean Y -0.976538530350877
SITTING 18 f BodyAcc mean Z -0.982996441403509
SITTING 18 f BodyAcc std X -0.994906565789474
SITTING 18 f BodyAcc std Y -0.974980068596491
SITTING 18 f BodyAcc std Z -0.975722121403509
SITTING 18 f BodyAccJerk mean X -0.991924709824561
SITTING 18 f BodyAccJerk mean Y -0.983642391578947
SITTING 18 f BodyAccJerk mean Z -0.988689671578947
SITTING 18 f BodyAccJerk std X -0.992039060701754
SITTING 18 f BodyAccJerk std Y -0.985694744385965
SITTING 18 f BodyAccJerk std Z -0.990141676315789
SITTING 18 f BodyGyro mean X -0.989961500350877
SITTING 18 f BodyGyro mean Y -0.988702701403509
SITTING 18 f BodyGyro mean Z -0.983027386491228
SITTING 18 f BodyGyro std X -0.992575399473684
SITTING 18 f BodyGyro std Y -0.985710087894737
SITTING 18 f BodyGyro std Z -0.98279727631579
SITTING 18 t BodyAcc mean X 0.27727001877193
SITTING 18 t BodyAcc mean Y -0.0128691279736842
SITTING 18 t BodyAcc mean Z -0.111904775824561
SITTING 18 t BodyAcc std X -0.994347988596491
SITTING 18 t BodyAcc std Y -0.974928131052632
SITTING 18 t BodyAcc std Z -0.977572717017544
SITTING 18 t BodyAccJerk mean X 0.076622889
SITTING 18 t BodyAccJerk mean Y 0.00694560289491228
SITTING 18 t BodyAccJerk mean Z 0.00278757042058246
SITTING 18 t BodyAccJerk std X -0.991624662105263
SITTING 18 t BodyAccJerk std Y -0.984002717017544
SITTING 18 t BodyAccJerk std Z -0.990153121754386
SITTING 18 t BodyGyro mean X -0.0333057034385965
SITTING 18 t BodyGyro mean Y -0.0685796341105263
SITTING 18 t BodyGyro mean Z 0.0848140511754386
SITTING 18 t BodyGyro std X -0.991956958947368
SITTING 18 t BodyGyro std Y -0.986753343859649
SITTING 18 t BodyGyro std Z -0.981525495438596
SITTING 18 t BodyGyroJerk mean X -0.0954723233684211
SITTING 18 t BodyGyroJerk mean Y -0.0397125591491228
SITTING 18 t BodyGyroJerk mean Z -0.0523030404789474
SITTING 18 t BodyGyroJerk std X -0.994170190701754
SITTING 18 t BodyGyroJerk std Y -0.994224162105263
SITTING 18 t BodyGyroJerk std Z -0.992814325087719
SITTING 18 t GravityAcc mean X 0.909816469298246
SITTING 18 t GravityAcc mean Y 0.12988647622807
SITTING 18 t GravityAcc mean Z 0.161877417894737
SITTING 18 t GravityAcc std X -0.994043771403509
SITTING 18 t GravityAcc std Y -0.984035479473684
SITTING 18 t GravityAcc std Z -0.978340183157895
SITTING 19 f BodyAcc mean X -0.979238031780822
SITTING 19 f BodyAcc mean Y -0.960763181917808
SITTING 19 f BodyAcc mean Z -0.96633509109589
SITTING 19 f BodyAcc std X -0.975204245342466
SITTING 19 f BodyAcc std Y -0.948053070136986
SITTING 19 f BodyAcc std Z -0.947514931780822
SITTING 19 f BodyAccJerk mean X -0.986775590136986
SITTING 19 f BodyAccJerk mean Y -0.979141571643836
SITTING 19 f BodyAccJerk mean Z -0.98398048
SITTING 19 f BodyAccJerk std X -0.988576991369863
SITTING 19 f BodyAccJerk std Y -0.980999857671233
SITTING 19 f BodyAccJerk std Z -0.988151915753425
SITTING 19 f BodyGyro mean X -0.981743664931507
SITTING 19 f BodyGyro mean Y -0.968188675753425
SITTING 19 f BodyGyro mean Z -0.968235777945205
SITTING 19 f BodyGyro std X -0.985576048219178
SITTING 19 f BodyGyro std Y -0.955598610136986
SITTING 19 f BodyGyro std Z -0.967869249178082
SITTING 19 t BodyAcc mean X 0.273830316164384
SITTING 19 t BodyAcc mean Y -0.016739260030137
SITTING 19 t BodyAcc mean Z -0.10870765430137
SITTING 19 t BodyAcc std X -0.976357663013699
SITTING 19 t BodyAcc std Y -0.950388943972603
SITTING 19 t BodyAcc std Z -0.951929615068493
SITTING 19 t BodyAccJerk mean X 0.0753747129191781
SITTING 19 t BodyAccJerk mean Y 0.0137921005843836
SITTING 19 t BodyAccJerk mean Z 0.00173106800213699
SITTING 19 t BodyAccJerk std X -0.987043285479452
SITTING 19 t BodyAccJerk std Y -0.979267729041096
SITTING 19 t BodyAccJerk std Z -0.986704740273973
SITTING 19 t BodyGyro mean X -0.0214151280054795
SITTING 19 t BodyGyro mean Y -0.0520207886438356
SITTING 19 t BodyGyro mean Z 0.0968980718168493
SITTING 19 t BodyGyro std X -0.984625306849315
SITTING 19 t BodyGyro std Y -0.959758309589041
SITTING 19 t BodyGyro std Z -0.96559497630137
SITTING 19 t BodyGyroJerk mean X -0.100986131452055
SITTING 19 t BodyGyroJerk mean Y -0.0425170215068493
SITTING 19 t BodyGyroJerk mean Z -0.0590801684246575
SITTING 19 t BodyGyroJerk std X -0.988464752739726
SITTING 19 t BodyGyroJerk std Y -0.987465915068493
SITTING 19 t BodyGyroJerk std Z -0.98531069
SITTING 19 t GravityAcc mean X 0.581371509041096
SITTING 19 t GravityAcc mean Y 0.360343534657534
SITTING 19 t GravityAcc mean Z 0.489126594657534
SITTING 19 t GravityAcc std X -0.969355010136986
SITTING 19 t GravityAcc std Y -0.96996981369863
SITTING 19 t GravityAcc std Z -0.960394960821918
SITTING 20 f BodyAcc mean X -0.981203064242424
SITTING 20 f BodyAcc mean Y -0.945198619242424
SITTING 20 f BodyAcc mean Z -0.947597457121212
SITTING 20 f BodyAcc std X -0.98397837530303
SITTING 20 f BodyAcc std Y -0.935031700454545
SITTING 20 f BodyAcc std Z -0.924947175454545
SITTING 20 f BodyAccJerk mean X -0.982243603030303
SITTING 20 f BodyAccJerk mean Y -0.971158287575758
SITTING 20 f BodyAccJerk mean Z -0.973211461363636
SITTING 20 f BodyAccJerk std X -0.983565760757576
SITTING 20 f BodyAccJerk std Y -0.972776577272727
SITTING 20 f BodyAccJerk std Z -0.978458923030303
SITTING 20 f BodyGyro mean X -0.969913284393939
SITTING 20 f BodyGyro mean Y -0.964643068787879
SITTING 20 f BodyGyro mean Z -0.950963363939394
SITTING 20 f BodyGyro std X -0.978433538484848
SITTING 20 f BodyGyro std Y -0.958015696363636
SITTING 20 f BodyGyro std Z -0.949176822121212
SITTING 20 t BodyAcc mean X 0.278045439090909
SITTING 20 t BodyAcc mean Y -0.0147229305131818
SITTING 20 t BodyAcc mean Z -0.108369634515152
SITTING 20 t BodyAcc std X -0.983081858939394
SITTING 20 t BodyAcc std Y -0.93612270469697
SITTING 20 t BodyAcc std Z -0.929106396818182
SITTING 20 t BodyAccJerk mean X 0.0746568393030303
SITTING 20 t BodyAccJerk mean Y 0.00597430268636364
SITTING 20 t BodyAccJerk mean Z 0.00160134859924242
SITTING 20 t BodyAccJerk std X -0.982078229242424
SITTING 20 t BodyAccJerk std Y -0.970896863484848
SITTING 20 t BodyAccJerk std Z -0.976522488787879
SITTING 20 t BodyGyro mean X -0.036405928969697
SITTING 20 t BodyGyro mean Y -0.0650689347121212
SITTING 20 t BodyGyro mean Z 0.0642882138333333
SITTING 20 t BodyGyro std X -0.976309017121212
SITTING 20 t BodyGyro std Y -0.960104508636364
SITTING 20 t BodyGyro std Z -0.945771803484848
SITTING 20 t BodyGyroJerk mean X -0.0959970816060606
SITTING 20 t BodyGyroJerk mean Y -0.0407299244348485
SITTING 20 t BodyGyroJerk mean Z -0.0465835149090909
SITTING 20 t BodyGyroJerk std X -0.977414910909091
SITTING 20 t BodyGyroJerk std Y -0.979684097272727
SITTING 20 t BodyGyroJerk std Z -0.979742084090909
SITTING 20 t GravityAcc mean X 0.924454522424242
SITTING 20 t GravityAcc mean Y 0.0733385412878788
SITTING 20 t GravityAcc mean Z 0.151679135228788
SITTING 20 t GravityAcc std X -0.985829034393939
SITTING 20 t GravityAcc std Y -0.966983534242424
SITTING 20 t GravityAcc std Z -0.935854966151515
SITTING 21 f BodyAcc mean X -0.990610228
SITTING 21 f BodyAcc mean Y -0.968060947058824
SITTING 21 f BodyAcc mean Z -0.970859342941176
SITTING 21 f BodyAcc std X -0.992375229411765
SITTING 21 f BodyAcc std Y -0.96756129
SITTING 21 f BodyAcc std Z -0.956412505058824
SITTING 21 f BodyAccJerk mean X -0.989759187058823
SITTING 21 f BodyAccJerk mean Y -0.979180438588235
SITTING 21 f BodyAccJerk mean Z -0.983434322941176
SITTING 21 f BodyAccJerk std X -0.990027822470588
SITTING 21 f BodyAccJerk std Y -0.980347168823529
SITTING 21 f BodyAccJerk std Z -0.986845672352941
SITTING 21 f BodyGyro mean X -0.984893559764706
SITTING 21 f BodyGyro mean Y -0.979830938
SITTING 21 f BodyGyro mean Z -0.976839728941176
SITTING 21 f BodyGyro std X -0.98955931
SITTING 21 f BodyGyro std Y -0.974723217647059
SITTING 21 f BodyGyro std Z -0.979130678470588
SITTING 21 t BodyAcc mean X 0.277539616823529
SITTING 21 t BodyAcc mean Y -0.0144009705494118
SITTING 21 t BodyAcc mean Z -0.112057887741176
SITTING 21 t BodyAcc std X -0.991777287176471
SITTING 21 t BodyAcc std Y -0.966877560941176
SITTING 21 t BodyAcc std Z -0.959567861764706
SITTING 21 t BodyAccJerk mean X 0.0757109789882353
SITTING 21 t BodyAccJerk mean Y 0.0121020139594259
SITTING 21 t BodyAccJerk mean Z -0.000175352166235294
SITTING 21 t BodyAccJerk std X -0.989439392235294
SITTING 21 t BodyAccJerk std Y -0.979002804823529
SITTING 21 t BodyAccJerk std Z -0.985823622941176
SITTING 21 t BodyGyro mean X -0.0198712820612471
SITTING 21 t BodyGyro mean Y -0.0653077503317647
SITTING 21 t BodyGyro mean Z 0.0831326042823529
SITTING 21 t BodyGyro std X -0.988410501294118
SITTING 21 t BodyGyro std Y -0.976380487294118
SITTING 21 t BodyGyro std Z -0.976972658588235
SITTING 21 t BodyGyroJerk mean X -0.101114775129412
SITTING 21 t BodyGyroJerk mean Y -0.0391483428502824
SITTING 21 t BodyGyroJerk mean Z -0.0526409877294118
SITTING 21 t BodyGyroJerk std X -0.989472968470588
SITTING 21 t BodyGyroJerk std Y -0.989722663529412
SITTING 21 t BodyGyroJerk std Z -0.987954515294118
SITTING 21 t GravityAcc mean X 0.940031368
SITTING 21 t GravityAcc mean Y 0.0215206708823529
SITTING 21 t GravityAcc mean Z -0.0567766060705882
SITTING 21 t GravityAcc std X -0.992936404470588
SITTING 21 t GravityAcc std Y -0.979355363176471
SITTING 21 t GravityAcc std Z -0.965426493882353
SITTING 22 f BodyAcc mean X -0.978505368225806
SITTING 22 f BodyAcc mean Y -0.939546007903226
SITTING 22 f BodyAcc mean Z -0.946635312419355
SITTING 22 f BodyAcc std X -0.97862319016129
SITTING 22 f BodyAcc std Y -0.926995253483871
SITTING 22 f BodyAcc std Z -0.909344305645161
SITTING 22 f BodyAccJerk mean X -0.980944505967742
SITTING 22 f BodyAccJerk mean Y -0.963129472580645
SITTING 22 f BodyAccJerk mean Z -0.975330718709677
SITTING 22 f BodyAccJerk std X -0.984299609032258
SITTING 22 f BodyAccJerk std Y -0.969776055483871
SITTING 22 f BodyAccJerk std Z -0.981272224354839
SITTING 22 f BodyGyro mean X -0.977266731129032
SITTING 22 f BodyGyro mean Y -0.959161754193548
SITTING 22 f BodyGyro mean Z -0.948367052258065
SITTING 22 f BodyGyro std X -0.982373346290323
SITTING 22 f BodyGyro std Y -0.946107943548387
SITTING 22 f BodyGyro std Z -0.951045695483871
SITTING 22 t BodyAcc mean X 0.273583822709677
SITTING 22 t BodyAcc mean Y -0.0123468446419355
SITTING 22 t BodyAcc mean Z -0.105827369516129
SITTING 22 t BodyAcc std X -0.978466823709677
SITTING 22 t BodyAcc std Y -0.928059133795645
SITTING 22 t BodyAcc std Z -0.917564853870968
SITTING 22 t BodyAccJerk mean X 0.0807687311935484
SITTING 22 t BodyAccJerk mean Y -0.000842715149193548
SITTING 22 t BodyAccJerk mean Z -0.0126852481958065
SITTING 22 t BodyAccJerk std X -0.981664149193548
SITTING 22 t BodyAccJerk std Y -0.964782832419355
SITTING 22 t BodyAccJerk std Z -0.978928356290323
SITTING 22 t BodyGyro mean X -0.0360430675032258
SITTING 22 t BodyGyro mean Y -0.0793617444354839
SITTING 22 t BodyGyro mean Z 0.0804426775241936
SITTING 22 t BodyGyro std X -0.981099172419355
SITTING 22 t BodyGyro std Y -0.950173478548387
SITTING 22 t BodyGyro std Z -0.946501417741936
SITTING 22 t BodyGyroJerk mean X -0.0986493161935484
SITTING 22 t BodyGyroJerk mean Y -0.0423409822741935
SITTING 22 t BodyGyroJerk mean Z -0.0517193986693548
SITTING 22 t BodyGyroJerk std X -0.985671250322581
SITTING 22 t BodyGyroJerk std Y -0.980275619354839
SITTING 22 t BodyGyroJerk std Z -0.97954410516129
SITTING 22 t GravityAcc mean X 0.839305928709677
SITTING 22 t GravityAcc mean Y 0.208553884
SITTING 22 t GravityAcc mean Z 0.315551492322581
SITTING 22 t GravityAcc std X -0.972009988709677
SITTING 22 t GravityAcc std Y -0.954225015274194
SITTING 22 t GravityAcc std Z -0.927950649854839
SITTING 23 f BodyAcc mean X -0.986325670882353
SITTING 23 f BodyAcc mean Y -0.953460406470588
SITTING 23 f BodyAcc mean Z -0.942031166764706
SITTING 23 f BodyAcc std X -0.988345258235294
SITTING 23 f BodyAcc std Y -0.930781487205882
SITTING 23 f BodyAcc std Z -0.896125263911765
SITTING 23 f BodyAccJerk mean X -0.984550863529412
SITTING 23 f BodyAccJerk mean Y -0.978136218235294
SITTING 23 f BodyAccJerk mean Z -0.972656226029412
SITTING 23 f BodyAccJerk std X -0.986019630441176
SITTING 23 f BodyAccJerk std Y -0.979564696911765
SITTING 23 f BodyAccJerk std Z -0.977936447205882
SITTING 23 f BodyGyro mean X -0.977149986617647
SITTING 23 f BodyGyro mean Y -0.957920288823529
SITTING 23 f BodyGyro mean Z -0.965428833529412
SITTING 23 f BodyGyro std X -0.981523241176471
SITTING 23 f BodyGyro std Y -0.943733421029412
SITTING 23 f BodyGyro std Z -0.961914054264706
SITTING 23 t BodyAcc mean X 0.273351251617647
SITTING 23 t BodyAcc mean Y -0.0133945015676471
SITTING 23 t BodyAcc mean Z -0.103808679294118
SITTING 23 t BodyAcc std X -0.987607636617647
SITTING 23 t BodyAcc std Y -0.934933559264706
SITTING 23 t BodyAcc std Z -0.905584390323529
SITTING 23 t BodyAccJerk mean X 0.0770022352205882
SITTING 23 t BodyAccJerk mean Y 0.0101351394211029
SITTING 23 t BodyAccJerk mean Z -0.00148823351367647
SITTING 23 t BodyAccJerk std X -0.984561803823529
SITTING 23 t BodyAccJerk std Y -0.978045837794118
SITTING 23 t BodyAccJerk std Z -0.975978995
SITTING 23 t BodyGyro mean X -0.0472583464367647
SITTING 23 t BodyGyro mean Y -0.0684325551029412
SITTING 23 t BodyGyro mean Z 0.0645673209117647
SITTING 23 t BodyGyro std X -0.980363734264706
SITTING 23 t BodyGyro std Y -0.948109526029412
SITTING 23 t BodyGyro std Z -0.9597186325
SITTING 23 t BodyGyroJerk mean X -0.0967422192647059
SITTING 23 t BodyGyroJerk mean Y -0.0434602554691176
SITTING 23 t BodyGyroJerk mean Z -0.0485561086867647
SITTING 23 t BodyGyroJerk std X -0.987084633970588
SITTING 23 t BodyGyroJerk std Y -0.980727445294118
SITTING 23 t BodyGyroJerk std Z -0.988130142058824
SITTING 23 t GravityAcc mean X 0.936509242941176
SITTING 23 t GravityAcc mean Y 0.1217510625
SITTING 23 t GravityAcc mean Z 0.0630111556279412
SITTING 23 t GravityAcc std X -0.984536722205882
SITTING 23 t GravityAcc std Y -0.960917426323529
SITTING 23 t GravityAcc std Z -0.923953600294118
SITTING 24 f BodyAcc mean X -0.989529506764706
SITTING 24 f BodyAcc mean Y -0.962773200147059
SITTING 24 f BodyAcc mean Z -0.966991781176471
SITTING 24 f BodyAcc std X -0.991100005441176
SITTING 24 f BodyAcc std Y -0.954998005147059
SITTING 24 f BodyAcc std Z -0.954402697794118
SITTING 24 f BodyAccJerk mean X -0.988857403235294
SITTING 24 f BodyAccJerk mean Y -0.979228238382353
SITTING 24 f BodyAccJerk mean Z -0.981971300147059
SITTING 24 f BodyAccJerk std X -0.9892888075
SITTING 24 f BodyAccJerk std Y -0.981550132794118
SITTING 24 f BodyAccJerk std Z -0.986008449264706
SITTING 24 f BodyGyro mean X -0.985676523823529
SITTING 24 f BodyGyro mean Y -0.981200181176471
SITTING 24 f BodyGyro mean Z -0.974686891029412
SITTING 24 f BodyGyro std X -0.988891551764706
SITTING 24 f BodyGyro std Y -0.976252427794118
SITTING 24 f BodyGyro std Z -0.972851787647059
SITTING 24 t BodyAcc mean X 0.273475690147059
SITTING 24 t BodyAcc mean Y -0.0131255097938235
SITTING 24 t BodyAcc mean Z -0.103041061426471
SITTING 24 t BodyAcc std X -0.990593766617647
SITTING 24 t BodyAcc std Y -0.956255962058824
SITTING 24 t BodyAcc std Z -0.957056111470588
SITTING 24 t BodyAccJerk mean X 0.0763318528529412
SITTING 24 t BodyAccJerk mean Y 0.00476702575745588
SITTING 24 t BodyAccJerk mean Z -0.00113300171426471
SITTING 24 t BodyAccJerk std X -0.988564382205882
SITTING 24 t BodyAccJerk std Y -0.979573678088235
SITTING 24 t BodyAccJerk std Z -0.984662946764706
SITTING 24 t BodyGyro mean X -0.0356229619955882
SITTING 24 t BodyGyro mean Y -0.0750132697044118
SITTING 24 t BodyGyro mean Z 0.0800440230882353
SITTING 24 t BodyGyro std X -0.988111648676471
SITTING 24 t BodyGyro std Y -0.977954005147059
SITTING 24 t BodyGyro std Z -0.971277654117647
SITTING 24 t BodyGyroJerk mean X -0.0951782658382353
SITTING 24 t BodyGyroJerk mean Y -0.040616936
SITTING 24 t BodyGyroJerk mean Z -0.051596655125
SITTING 24 t BodyGyroJerk std X -0.991442007794118
SITTING 24 t BodyGyroJerk std Y -0.989780810588235
SITTING 24 t BodyGyroJerk std Z -0.989850160294118
SITTING 24 t GravityAcc mean X 0.919637604411765
SITTING 24 t GravityAcc mean Y 0.182254651955882
SITTING 24 t GravityAcc mean Z 0.109559621020588
SITTING 24 t GravityAcc std X -0.989660149852941
SITTING 24 t GravityAcc std Y -0.971692544705882
SITTING 24 t GravityAcc std Z -0.963406795735294
SITTING 25 f BodyAcc mean X -0.991405498153846
SITTING 25 f BodyAcc mean Y -0.959117259384615
SITTING 25 f BodyAcc mean Z -0.974776131230769
SITTING 25 f BodyAcc std X -0.992124279384615
SITTING 25 f BodyAcc std Y -0.944842993230769
SITTING 25 f BodyAcc std Z -0.962090614615385
SITTING 25 f BodyAccJerk mean X -0.992478846153846
SITTING 25 f BodyAccJerk mean Y -0.982957002923077
SITTING 25 f BodyAccJerk mean Z -0.986326396461538
SITTING 25 f BodyAccJerk std X -0.992750109846154
SITTING 25 f BodyAccJerk std Y -0.984068025384615
SITTING 25 f BodyAccJerk std Z -0.989156105538462
SITTING 25 f BodyGyro mean X -0.988002552461538
SITTING 25 f BodyGyro mean Y -0.983827801076923
SITTING 25 f BodyGyro mean Z -0.975805890153846
SITTING 25 f BodyGyro std X -0.990550003076923
SITTING 25 f BodyGyro std Y -0.979828883230769
SITTING 25 f BodyGyro std Z -0.974172870615385
SITTING 25 t BodyAcc mean X 0.278541482461538
SITTING 25 t BodyAcc mean Y -0.0147696808030769
SITTING 25 t BodyAcc mean Z -0.109160440476923
SITTING 25 t BodyAcc std X -0.991892828615385
SITTING 25 t BodyAcc std Y -0.947457617061538
SITTING 25 t BodyAcc std Z -0.965139552153846
SITTING 25 t BodyAccJerk mean X 0.0752087009912308
SITTING 25 t BodyAccJerk mean Y 0.00485415893230769
SITTING 25 t BodyAccJerk mean Z 0.00210760835861538
SITTING 25 t BodyAccJerk std X -0.992278621692308
SITTING 25 t BodyAccJerk std Y -0.982870991692308
SITTING 25 t BodyAccJerk std Z -0.988433153384615
SITTING 25 t BodyGyro mean X -0.0352052091230769
SITTING 25 t BodyGyro mean Y -0.0748002714615385
SITTING 25 t BodyGyro mean Z 0.0852783892769231
SITTING 25 t BodyGyro std X -0.989907584153846
SITTING 25 t BodyGyro std Y -0.981193501846154
